VehRegNo,DistanceTraveled
15-3572,419330.0
15-3572,419330.0
15-3572,419330.0
15-3572,419330.0
15-3572,419330.0
15-3572,419330.0
15-3572,419330.0
15-3572,419330.0
15-3599,1487.0
15-3599,1489.0
15-3601,118325.0
15-3924,508.0
15-3970,23360.0
15-3982,3265.0
15-3999,6615.0
15-4105,0.0
15-4233,6924.0
15-4233,6944.0
15-4314,134646.0
15-4314,134644.0
15-4871,195904.0
15-4871,195904.0
15-5030,83252.0
15-5030,83252.0
15-5030,83265.0
15-5030,83265.0
15-5074,5.0
15-5074,5.0
15-5074,5.0
15-5375,2898.0
15-7951,38480.0
15-7951,520233.0
15-7951,38480.0
15-7951,520233.0
15-8597,296.0
15-9188,122087.0
150-0728,0.0
150-0728,0.0
150-0728,0.0
150-0728,0.0
150-0728,0.0
150-0728,0.0
150-1305,22439.0
150-1423,1910.0
150-1423,1910.0
150-1423,1910.0
150-1423,1910.0
150-1423,1910.0
150-1423,1910.0
150-1967,3436.0
150-1967,3436.0
150-1967,3421.0
150-1967,3421.0
150-2133,0.0
150-2133,0.0
150-2133,0.0
150-2133,0.0
150-2133,0.0
150-2133,0.0
150-2526,0.0
150-2526,0.0
150-2577,1.0
150-2577,1.0
150-2577,1.0
150-2580,0.0
150-2580,0.0
150-3088,2184.0
150-3149,1.0
150-3149,9.0
150-3150,0.0
150-3183,59185.0
150-3183,
150-3183,7878.0
150-3183,7878.0
150-3183,7898.0
150-3183,59185.0
150-3183,
150-3183,7878.0
150-3183,7878.0
150-3183,7898.0
150-3183,59185.0
150-3183,
150-3183,7878.0
150-3183,7878.0
150-3183,7898.0
150-3212,9709.0
150-3212,9709.0
150-3230,3.0
150-3230,3.0
150-3230,3.0
150-3230,3.0
150-3606,0.0
150-3606,0.0
150-3606,0.0
150-3647,200.0
150-3647,200.0
150-3786,0.0
150-3786,3.0
150-3835,2820.0
150-3835,90325.0
150-3835,90325.0
150-3835,2820.0
150-3835,90325.0
150-3835,90325.0
150-3835,2820.0
150-3835,90325.0
150-3835,90325.0
150-4172,0.0
150-4172,0.0
150-4172,4.0
150-4172,0.0
150-4172,0.0
150-4172,4.0
150-4208,1868.0
150-4215,1255.0
150-4215,1255.0
150-4286,0.0
150-4286,0.0
150-4318,0.0
150-4318,0.0
150-4334,0.0
150-4334,0.0
150-4334,0.0
150-4334,0.0
150-4418,15133.0
150-4418,15133.0
150-4427,1.0
150-4427,1.0
150-4458,0.0
150-4458,0.0
150-4458,0.0
150-4559,0.0
150-4559,0.0
150-4757,6031.0
150-4757,6031.0
150-4913,4280.0
150-4927,935.0
150-4927,935.0
150-5787,1.0
150-5787,0.0
150-5787,1.0
150-5787,0.0
150-5788,823665.0
150-5788,823665.0
150-6175,2428.0
150-6693,5.0
150-6693,5.0
150-6693,5.0
150-6840,0.0
150-6840,0.0
150-6840,0.0
150-7063,23013.0
150-7063,23013.0
150-7063,23013.0
150-7063,23013.0
150-7438,4.0
150-7438,4.0
150-7814,7183.0
150-7814,7177.0
150-7814,7177.0
150-8292,390.0
150-8736,60000.0
150-8736,60000.0
150-8922,8803.0
150-8922,88038.0
150-8945,3.0
150-8945,3.0
150-8945,3.0
150-8945,3.0
150-8945,3.0
150-8945,3.0
150-9029,10000.0
150-9617,0.0
150-9617,0.0
151-0050,0.0
151-0118,23330.0
151-3485,31.0
151-3684,3654.0
151-3684,3654.0
151-6958,0.0
151-6958,0.0
151-6958,0.0
151-6958,0.0
151-6958,0.0
151-6958,0.0
151-8395,5.0
151-9736,0.0
152-3585,0.0
152-3585,0.0
152-3585,0.0
152-3585,0.0
152-3585,0.0
152-3585,0.0
152-3722,8480.0
152-5066,9.0
152-6889,0.0
153-8053,2142.0
153-9673,600.0
153-9740,5464.0
154-0533,14338.0
154-0533,14338.0
154-0533,14338.0
154-0607,40524.0
154-0950,0.0
154-0950,0.0
154-1085,30.0
154-1584,0.0
154-1584,0.0
154-1584,0.0
154-1584,0.0
154-1715,11338.0
154-1715,11334.0
154-1715,11329.0
154-3016,2199.0
154-3016,2199.0
154-3348,4457.0
154-3348,4459.0
154-3609,594.0
154-3721,6558.0
154-3822,0.0
154-3822,31.0
154-4010,5.0
154-4010,5.0
154-4010,5.0
154-4010,5.0
154-4158,0.0
154-4158,0.0
154-4286,1.0
154-4286,1.0
154-4286,1.0
154-4286,1.0
154-4286,1.0
154-4286,1.0
154-4347,0.0
154-4347,0.0
154-4347,0.0
154-4347,0.0
154-4347,0.0
154-4347,0.0
154-4347,0.0
154-4347,0.0
154-4347,0.0
154-4418,0.0
154-4455,0.0
154-4463,1256.0
154-4463,48745.0
154-4514,3853.0
154-4514,3863.0
154-4514,3853.0
154-4514,3863.0
154-4666,0.0
154-4666,0.0
154-4666,0.0
154-4666,0.0
154-4666,0.0
154-4666,0.0
154-4666,0.0
154-4713,99.0
154-4903,50000.0
154-4903,0.0
154-4903,50000.0
154-4903,50000.0
154-4903,50000.0
154-4903,0.0
154-4903,50000.0
154-4903,50000.0
154-4903,50000.0
154-4903,0.0
154-4903,50000.0
154-4903,50000.0
154-5171,5595.0
154-5171,63715.0
154-5261,4511.0
154-5425,0.0
154-5486,7970.0
154-5519,0.0
154-5519,0.0
154-5519,0.0
154-5761,1544.0
154-5768,0.0
154-5768,0.0
154-5768,0.0
154-5869,9.0
154-5869,9.0
154-5876,0.0
154-5876,0.0
154-5877,6875.0
154-5991,6886.0
154-6066,1375.0
154-6066,1375.0
154-6318,34208.0
154-6318,34208.0
154-6318,34208.0
154-6377,0.0
154-6377,0.0
154-6663,0.0
154-6663,0.0
154-6666,1165.0
154-6666,1109.0
154-6675,14.0
154-6675,11.0
154-6695,57095.0
154-6901,0.0
154-6937,0.0
154-7072,0.0
154-7072,0.0
154-7072,0.0
154-7072,0.0
154-7106,0.0
154-7106,0.0
154-7106,0.0
154-7106,0.0
154-7106,0.0
154-7106,0.0
154-7715,52929.0
154-7990,4.0
154-7990,0.0
154-7990,4.0
154-7990,0.0
154-8016,0.0
154-8176,2381.0
154-8192,1269.0
154-8227,0.0
154-8227,0.0
154-8227,0.0
154-8227,0.0
154-8227,0.0
154-8227,0.0
154-8406,0.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8580,6.0
154-8586,14615.0
154-8586,14615.0
154-8725,0.0
154-8725,0.0
154-8889,3351.0
154-8889,3351.0
154-8889,3331.0
154-8889,3331.0
154-8889,2895.0
154-8889,2895.0
154-8889,2675.0
154-8889,2675.0
154-8889,2693.0
154-8889,2693.0
154-8889,2653.0
154-8889,2653.0
154-8946,17153.0
154-8946,17176.0
154-8946,17153.0
154-8946,17176.0
154-8946,17153.0
154-8946,17176.0
154-9065,3.0
154-9065,3.0
154-9094,0.0
154-9094,0.0
154-9232,5396.0
154-9232,5396.0
154-9232,5427.0
154-9232,5396.0
154-9232,5396.0
154-9232,5427.0
154-9794,0.0
154-9903,5260.0
155-0241,4030.0
155-0271,0.0
155-0271,0.0
155-0271,0.0
155-0271,0.0
155-0271,0.0
155-0271,0.0
155-0271,0.0
155-0271,0.0
155-0271,0.0
155-0298,5.0
155-0298,0.0
155-0566,4.0
155-0566,4.0
155-0566,4.0
155-0566,4.0
155-0566,4.0
155-0566,4.0
155-0566,4.0
155-0566,4.0
155-0567,0.0
155-0723,0.0
155-0723,0.0
155-0800,0.0
155-0979,10.0
155-0979,10.0
155-1410,0.0
155-1533,0.0
155-1533,0.0
155-1533,0.0
155-1533,0.0
155-1533,0.0
155-1973,0.0
155-2241,0.0
155-2241,0.0
155-2313,0.0
155-2313,0.0
155-2383,0.0
155-2383,0.0
155-3990,6045.0
155-3990,6049.0
155-3990,6051.0
155-4000,3551.0
155-4000,3550.0
155-4002,2424.0
155-4002,2429.0
155-4002,2439.0
155-4002,2412.0
155-4002,2417.0
155-4002,2427.0
155-4002,2407.0
155-4002,2412.0
155-4002,2422.0
155-4683,27983.0
155-4783,696.0
155-4783,692.0
155-5856,728331.0
155-5856,728331.0
155-5856,728331.0
155-5856,728051.0
155-5856,728051.0
155-6478,5641.0
155-6478,5670.0
155-6478,5641.0
155-6478,5670.0
155-7997,0.0
155-8369,4.0
155-8369,4.0
155-8874,6084.0
155-9447,1.0
155-9694,0.0
155-9694,0.0
156-1161,4906.0
156-1161,4906.0
156-1161,4906.0
156-1161,4906.0
156-1161,4906.0
156-1161,4906.0
156-2562,31104.0
156-4077,0.0
156-4556,0.0
156-8958,0.0
156-8958,0.0
156-9863,500.0
156-9863,500.0
157-0718,4712.0
157-0718,4712.0
157-0968,992.0
157-3667,2649.0
157-4637,99657.0
157-5181,10000.0
157-5181,10000.0
157-6747,26.0
157-6747,26.0
157-7142,1.0
157-8370,880.0
158-0059,0.0
158-0061,411.0
158-0061,389.0
158-0061,411.0
158-0389,60.0
158-0427,60865.0
158-2787,0.0
158-2787,0.0
158-3153,1182.0
158-3153,1182.0
158-3810,5806.0
158-3810,5806.0
158-4039,0.0
158-4039,300.0
158-4039,300.0
158-4039,1.0
158-4039,299.0
158-4039,299.0
158-4039,0.0
158-4039,300.0
158-4039,300.0
158-4039,1.0
158-4039,299.0
158-4039,299.0
158-4174,0.0
158-4174,0.0
158-4308,0.0
158-4387,1.0
158-4387,1.0
158-4387,0.0
158-4387,1.0
158-4387,1.0
158-4387,1.0
158-4387,0.0
158-4387,1.0
158-4387,1.0
158-4387,1.0
158-4387,0.0
158-4387,1.0
158-4387,1.0
158-4387,1.0
158-4387,0.0
158-4387,1.0
158-4387,1.0
158-4387,1.0
158-4387,0.0
158-4387,1.0
158-4708,2334.0
158-5016,0.0
158-5106,65303.0
158-5392,319.0
158-5392,319.0
158-5406,0.0
158-5406,0.0
158-5406,0.0
158-5406,0.0
158-5561,3338.0
158-5561,3338.0
158-5561,3338.0
158-5561,3338.0
158-5777,0.0
158-5905,1313.0
158-5905,1045.0
158-5905,1045.0
158-5905,1044.0
158-5905,1313.0
158-5905,1045.0
158-5905,1045.0
158-5905,1044.0
158-5927,47023.0
158-5927,2977.0
158-5928,47152.0
158-6049,3675.0
158-6090,4126.0
158-6090,334131.0
158-6090,4126.0
158-6090,334131.0
158-6377,8169.0
158-6379,0.0
158-6379,0.0
158-6379,0.0
158-6379,0.0
158-6425,2838.0
158-6563,0.0
158-6586,2.0
158-6586,2.0
158-6586,2.0
158-6586,2.0
158-6586,2.0
158-6586,2.0
158-6586,29998.0
158-6586,29998.0
158-6586,29998.0
158-6598,3191.0
158-6598,3191.0
158-6598,3176.0
158-6598,3053.0
158-6611,1452.0
158-6611,1452.0
158-6611,1452.0
158-6611,1452.0
158-6611,1452.0
158-6611,1452.0
158-6611,1420.0
158-6611,1420.0
158-6611,1420.0
158-6716,0.0
158-6807,0.0
158-6825,0.0
158-6825,0.0
158-7017,1.0
158-7027,0.0
158-7127,11906.0
158-7127,11906.0
158-7340,2025.0
158-7391,6049.0
158-7391,6063.0
158-7638,997.0
158-7638,3.0
158-7638,997.0
158-7638,3.0
158-7638,997.0
158-7638,3.0
158-7904,2642.0
158-7904,2642.0
158-7904,2583.0
158-7904,2583.0
158-8091,77811.0
158-8091,77811.0
158-8101,7241.0
158-8101,7241.0
158-8197,0.0
158-8197,0.0
158-8220,7373.0
158-8243,0.0
158-8243,0.0
158-8243,0.0
158-8243,0.0
158-8243,299994.0
158-8243,75.0
158-8376,0.0
158-8425,1.0
158-8511,6464.0
158-8966,303.0
158-9101,6398.0
158-9254,5239.0
158-9254,5239.0
158-9262,2.0
158-9333,0.0
158-9333,0.0
158-9337,3.0
158-9337,30003.0
158-9337,3.0
158-9341,0.0
158-9341,0.0
158-9352,15196.0
158-9485,1.0
158-9485,1.0
158-9548,4566.0
158-9562,13740.0
158-9562,13738.0
158-9643,26000.0
158-9643,26000.0
158-9643,26000.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0266,76766.0
159-0852,0.0
159-0852,0.0
159-0852,0.0
159-0852,0.0
159-0863,0.0
159-1726,100.0
159-1780,2543.0
159-1780,2543.0
159-1780,2543.0
159-1780,2543.0
159-1780,2543.0
159-1780,2543.0
159-2020,0.0
159-2750,6.0
159-2758,3.0
159-4086,0.0
159-4086,0.0
16-0235,2351.0
16-0235,2351.0
16-0235,2351.0
16-0235,2351.0
16-0235,2351.0
16-0235,2351.0
16-0235,2351.0
16-0235,2351.0
16-0235,2220.0
16-0235,2220.0
16-0235,2220.0
16-0235,2220.0
16-0235,2220.0
16-0235,2220.0
16-0235,2220.0
16-0235,2220.0
16-0490,0.0
16-0490,0.0
16-0762,45842.0
16-0762,0.0
16-0852,11534.0
16-0931,1.0
16-1016,154.0
16-1168,4009.0
16-1168,4063.0
16-1168,4063.0
16-1437,730.0
16-1472,6577.0
16-1623,7312.0
16-1623,7312.0
16-1623,7312.0
16-1623,7312.0
16-1623,7312.0
16-1623,7312.0
16-1645,6842.0
16-1645,2453842.0
16-1645,6842.0
16-1645,7009.0
16-1645,6842.0
16-1645,2453842.0
16-1645,6842.0
16-1645,7009.0
16-1651,62352.0
16-2215,291406.0
16-2756,7070.0
16-2756,7326.0
16-2756,7070.0
16-2756,7326.0
16-2771,389.0
16-2771,379.0
16-2771,389.0
16-2786,106523.0
16-2786,106523.0
16-3381,2643.0
16-3381,2643.0
16-3381,2641.0
16-3381,2641.0
16-3381,2641.0
16-3381,2641.0
16-3381,2641.0
16-3381,2641.0
16-3539,471.0
16-3539,471.0
16-3539,
16-3539,481.0
16-3576,400073.0
16-4079,4.0
16-4124,4771.0
16-4124,4771.0
16-5988,9715.0
16-5988,9724.0
16-5988,9645.0
16-5988,9757.0
16-5988,9711.0
16-5988,9720.0
16-5988,9641.0
16-5988,9753.0
16-5988,9715.0
16-5988,9724.0
16-5988,9645.0
16-5988,9757.0
16-7846,0.0
16-7846,0.0
16-7846,0.0
16-7973,4311.0
16-7973,4331.0
16-7973,4316.0
16-7973,4288.0
16-7973,4308.0
16-7973,4293.0
16-7987,4038.0
16-7987,4037.0
16-7987,4036.0
16-7987,4035.0
16-7987,235581.0
16-7987,235580.0
16-8010,0.0
16-8010,0.0
16-8066,0.0
16-8100,0.0
16-8100,0.0
16-8100,0.0
16-8100,0.0
16-8100,0.0
16-8100,0.0
16-8100,0.0
16-8100,0.0
16-8108,125269.0
16-8159,8934.0
16-8214,62000.0
16-8214,62000.0
16-8217,162406.0
16-8217,162400.0
16-8217,162406.0
16-8217,162400.0
16-8244,0.0
16-8244,1988.0
16-8244,1988.0
16-8259,51443.0
16-8276,186875.0
16-8454,17034.0
16-8454,17034.0
16-8454,17034.0
16-8624,261214.0
16-8624,261326.0
16-8643,3341.0
17-0438,48075.0
17-0438,48075.0
17-1127,156599.0
17-1127,156599.0
17-6626,46.0
17-6626,46.0
17-6626,46.0
17-6708,87786.0
17-6708,87786.0
17-6759,0.0
17-6759,0.0
17-6759,0.0
17-6759,0.0
17-6833,0.0
17-6833,0.0
17-6833,0.0
17-6997,0.0
17-7028,1.0
17-7028,2.0
17-7053,253361.0
17-7300,2.0
17-7484,1115.0
17-7882,11029.0
17-8637,14734.0
17-8637,14727.0
17-8637,14734.0
17-8637,14659.0
17-8782,1182.0
17-8782,1182.0
17-8782,1182.0
17-8782,1182.0
17-9172,4594.0
17-9172,4594.0
17-9172,4594.0
18-0815,9032.0
18-0944,2719.0
18-0944,2707.0
18-0944,2678.0
18-0944,2666.0
18-0961,1766.0
18-0986,0.0
18-0986,197922.0
18-0986,197922.0
18-0986,0.0
18-0986,197922.0
18-0986,197922.0
18-0995,97270.0
18-0995,97253.0
18-0995,97270.0
18-0995,97270.0
18-0995,97253.0
18-0995,97270.0
18-0995,2634.0
18-0995,2651.0
18-0995,2634.0
18-0996,130884.0
18-0996,5630.0
18-0996,5630.0
18-0996,130924.0
18-0996,5590.0
18-0996,5590.0
18-1004,6690.0
18-1004,6690.0
18-1004,6685.0
18-1081,2360.0
18-1081,2414.0
18-1081,2418.0
18-1086,6333.0
18-1086,6342.0
18-1086,6373.0
18-1119,102057.0
18-1119,102057.0
18-1468,219900.0
18-1468,219900.0
18-1468,219900.0
18-1468,220087.0
18-1468,220087.0
18-1566,13645.0
18-1566,13645.0
18-1566,13645.0
18-1566,13645.0
18-1566,13645.0
18-1566,13645.0
18-1566,13645.0
18-1566,13645.0
18-1566,13645.0
18-1625,4254.0
18-1625,4254.0
18-1719,7887.0
18-1719,7887.0
18-1719,7887.0
18-1719,7887.0
18-1719,7887.0
18-1719,7887.0
18-1719,7559.0
18-1719,7559.0
18-1954,8239.0
18-2409,658.0
18-3854,50022.0
18-3854,50022.0
18-3891,10899.0
18-3937,1646.0
18-3937,1646.0
18-3937,1648.0
18-3937,1655.0
18-3937,1655.0
18-3937,1671.0
18-3937,1671.0
18-3937,1696.0
18-3937,1646.0
18-3937,1646.0
18-3937,1648.0
18-3937,1655.0
18-3937,1655.0
18-3937,1671.0
18-3937,1671.0
18-3937,1696.0
18-3937,1594.0
18-3937,1594.0
18-3937,1596.0
18-3937,1603.0
18-3937,1603.0
18-3937,1619.0
18-3937,1619.0
18-3937,1644.0
18-3937,1646.0
18-3937,1646.0
18-3937,1648.0
18-3937,1655.0
18-3937,1655.0
18-3937,1671.0
18-3937,1671.0
18-3937,1696.0
18-4033,12641.0
18-4033,12741.0
18-4033,12743.0
18-4033,12583.0
18-4033,12683.0
18-4033,12685.0
18-4121,14238.0
18-4168,3482.0
18-4416,105798.0
18-4494,223192.0
18-4494,2871.0
18-4726,660.0
18-4805,23029.0
18-6060,5928.0
18-6605,142754.0
18-6605,872.0
18-6631,3682.0
18-6656,33317.0
18-6656,33317.0
18-6656,33317.0
18-6656,33317.0
18-6667,22780.0
18-6667,22780.0
18-6667,22780.0
18-6667,22780.0
18-6667,22780.0
18-6667,22780.0
18-6708,5427.0
18-6726,6716.0
18-6847,885.0
18-6847,889.0
18-6847,926.0
18-6859,15778.0
18-6859,16190.0
18-6859,14822.0
18-6859,15234.0
18-6878,7373.0
18-6878,7338.0
18-6904,87961.0
18-6980,458847.0
18-6980,458847.0
18-6980,458847.0
18-6980,458847.0
18-6984,7035.0
18-7115,408.0
18-7131,6368.0
18-7131,6368.0
18-7187,12346.0
18-7340,7165.0
18-7592,192543.0
18-7592,192543.0
18-7592,192543.0
18-7808,156989.0
18-7808,23654.0
18-7808,156989.0
18-8414,314229.0
19-1109,489.0
19-1109,489.0
19-1109,1489.0
19-1109,466.0
19-1109,466.0
19-1109,1466.0
19-1109,489.0
19-1109,489.0
19-1109,1489.0
19-1706,2720.0
19-1722,3480.0
19-1722,3434.0
19-1731,2877.0
19-1806,201462.0
19-1980,161145.0
19-1980,161145.0
19-2030,8252.0
19-2036,71121.0
19-2036,71121.0
19-2036,71121.0
19-2036,71121.0
19-2036,71121.0
19-2036,71121.0
19-2076,320946.0
19-2076,320946.0
19-2076,320946.0
19-2076,320946.0
19-2081,5348.0
19-2133,4143.0
19-2133,4143.0
19-2136,0.0
19-2136,0.0
19-2136,0.0
19-2175,2410.0
19-2175,2423.0
19-2175,2409.0
19-2175,2422.0
19-2197,2765.0
19-2197,2765.0
19-2197,2765.0
19-2197,2765.0
19-2197,2765.0
19-2197,2765.0
19-2214,11906.0
19-2241,193.0
19-2256,0.0
19-2356,201218.0
19-2356,201218.0
19-2569,9609.0
19-2715,404.0
19-2715,415.0
19-2715,404.0
19-2715,415.0
19-2806,1673.0
19-2806,1688.0
19-2806,1664.0
19-2806,1679.0
19-2860,7904.0
19-3001,9095.0
19-3552,1698.0
19-3670,18076.0
19-3671,247139.0
19-3671,247139.0
19-3891,2907.0
19-3891,2907.0
19-3891,2907.0
19-4056,891.0
19-4118,2924.0
19-4118,2924.0
19-5081,9324.0
19-5081,9338.0
19-5471,7794.0
19-5471,133475.0
19-6208,4492.0
19-6208,67149.0
19-6208,1520.0
19-6208,4492.0
19-6208,67149.0
19-6208,1520.0
19-6208,4540.0
19-6208,67101.0
19-6208,1568.0
19-6211,399.0
19-6211,395.0
19-6211,388.0
19-6211,385.0
19-6211,385.0
19-6493,2986.0
19-6493,2986.0
19-6514,1328.0
19-6581,2943.0
19-6623,226780.0
19-6623,226780.0
19-6892,2145.0
19-6892,2145.0
19-6972,2034.0
19-7087,3651.0
19-7310,1240.0
19-7310,1230.0
19-7310,1220.0
19-7310,1212.0
19-7459,4951.0
19-7459,4955.0
19-7459,4951.0
19-7459,4955.0
19-7616,11037.0
19-7616,11133.0
19-8142,27821.0
19-8609,0.0
19-9372,5561.0
20-0483,2460.0
20-0975,1324.0
20-0975,1324.0
20-1734,4129.0
20-1794,36.0
20-1794,36.0
20-2401,0.0
20-2401,0.0
20-2401,0.0
20-2401,0.0
20-2927,1684.0
20-2927,1684.0
20-2969,7144.0
20-2969,7144.0
20-2969,7144.0
20-2969,7130.0
20-2969,7130.0
20-2969,7130.0
20-3418,8.0
20-3418,8.0
20-3418,8.0
200-0983,50.0
200-0983,0.0
200-0983,50.0
200-0983,0.0
200-1487,14737.0
200-1488,4.0
200-1621,0.0
200-1621,0.0
200-1626,0.0
200-1626,0.0
200-1626,0.0
200-1626,0.0
200-1757,0.0
200-1792,14549.0
200-1792,14549.0
200-1795,0.0
200-2069,1000.0
200-2069,1000.0
200-2691,11.0
201-2574,26447.0
201-2583,0.0
201-2583,0.0
201-2583,0.0
201-4606,10960.0
201-4606,10960.0
201-4606,10960.0
201-4606,10960.0
201-4606,10960.0
201-4606,10960.0
201-5222,0.0
201-5222,0.0
201-5222,0.0
201-5222,0.0
201-5268,12210.0
201-5364,0.0
201-5430,32510.0
201-5430,32510.0
201-5504,0.0
201-5504,0.0
201-5636,11.0
201-5656,0.0
201-5658,1704.0
201-5658,1704.0
201-5818,0.0
201-5863,0.0
201-5863,0.0
201-5863,0.0
201-5873,9.0
201-5873,9.0
201-5873,1.0
201-5873,1.0
201-5922,21365.0
201-5926,0.0
201-5926,0.0
201-5926,0.0
201-5930,0.0
201-5982,0.0
201-5982,0.0
201-5982,0.0
201-5982,0.0
201-5982,0.0
201-5985,0.0
201-6021,348471.0
201-6041,3.0
201-6041,3.0
201-6041,3.0
201-6041,3.0
201-6041,3.0
201-6041,3.0
201-6112,782.0
201-6188,29213.0
201-6221,35758.0
201-6221,35758.0
201-6221,35758.0
201-6221,35758.0
201-6221,35758.0
201-6221,35758.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
201-6221,1.0
202-7949,0.0
202-7949,0.0
202-7949,0.0
202-7949,0.0
202-7949,0.0
202-7949,0.0
202-8123,0.0
202-8123,0.0
202-8123,0.0
202-8544,0.0
202-8585,8074.0
202-8585,8074.0
202-8650,0.0
202-8672,2154.0
202-8713,0.0
202-8713,0.0
202-8719,0.0
202-8719,0.0
202-8747,1.0
202-8747,1.0
202-8747,1.0
202-8747,1.0
202-8771,14805.0
202-8834,0.0
202-8849,30.0
202-8886,2143.0
202-8886,2143.0
202-8906,0.0
202-8906,5.0
202-8925,0.0
202-8925,0.0
202-8979,0.0
202-8991,12390.0
202-8991,3001.0
202-8991,0.0
202-8991,3001.0
202-8991,0.0
202-8991,0.0
202-9049,40115.0
202-9123,3134.0
202-9137,0.0
202-9137,0.0
202-9158,0.0
202-9161,2209.0
202-9161,2209.0
202-9177,34974.0
202-9177,0.0
202-9183,35584.0
202-9183,35584.0
202-9183,35584.0
202-9183,35584.0
202-9183,35584.0
202-9183,35584.0
202-9207,49768.0
202-9245,23926.0
202-9255,0.0
202-9317,5860.0
202-9334,1.0
202-9337,0.0
202-9342,0.0
202-9342,0.0
202-9350,31044.0
202-9350,31044.0
202-9350,30880.0
202-9358,0.0
202-9358,0.0
202-9370,0.0
202-9370,0.0
202-9370,0.0
202-9370,0.0
202-9370,0.0
202-9370,0.0
202-9461,0.0
202-9461,7053.0
202-9461,0.0
202-9461,0.0
203-6227,5490.0
203-8364,0.0
203-8364,0.0
203-8385,0.0
203-8385,466.0
203-8740,40.0
203-8740,40.0
203-8740,40.0
203-8740,40.0
203-8756,0.0
203-8756,0.0
203-8756,0.0
203-8756,0.0
203-8797,30000.0
203-8798,79000.0
203-8864,38541.0
203-8864,0.0
203-8864,0.0
203-8872,900.0
203-8872,900.0
203-8872,900.0
203-8972,4627.0
203-8990,9264.0
203-9052,13745.0
203-9060,998.0
203-9068,25037.0
203-9068,25037.0
203-9108,0.0
203-9129,0.0
203-9129,0.0
203-9131,0.0
203-9131,0.0
203-9131,0.0
203-9131,24578.0
203-9131,24578.0
203-9131,24578.0
203-9131,24232.0
203-9131,24232.0
203-9131,24232.0
203-9137,60303.0
203-9137,60303.0
203-9137,60303.0
203-9137,60303.0
203-9137,60303.0
203-9137,60303.0
203-9137,60303.0
203-9137,60303.0
203-9173,2.0
203-9173,2.0
203-9180,81799.0
203-9180,81799.0
203-9208,0.0
203-9208,0.0
203-9218,0.0
203-9218,0.0
203-9218,0.0
203-9218,0.0
203-9237,6.0
203-9237,6.0
203-9237,6.0
203-9237,6.0
203-9239,3110.0
203-9239,10.0
203-9255,0.0
203-9317,0.0
203-9323,3999.0
203-9323,3999.0
203-9335,0.0
203-9335,0.0
203-9344,54134.0
203-9344,54134.0
203-9344,54134.0
203-9381,7.0
203-9381,7.0
203-9381,7.0
203-9408,0.0
203-9418,0.0
203-9418,0.0
203-9418,0.0
203-9418,0.0
203-9437,47512.0
203-9437,47512.0
203-9437,47512.0
203-9437,47512.0
203-9437,47512.0
203-9437,47512.0
203-9588,7.0
205-3164,0.0
205-3227,17368.0
205-3380,628.0
205-3380,628.0
205-3994,18309.0
205-4026,45565.0
205-4050,0.0
205-4050,0.0
205-4067,0.0
205-4067,0.0
205-4106,0.0
205-4106,2608.0
205-4189,20189.0
205-4189,20189.0
205-4189,20189.0
205-4322,18479.0
205-4322,18479.0
205-4322,18484.0
205-4322,18484.0
205-4322,18479.0
205-4322,18479.0
205-4436,9111.0
205-4463,0.0
205-4463,0.0
205-4463,0.0
205-4463,0.0
205-4463,0.0
205-4463,0.0
205-4474,0.0
205-4474,0.0
205-4546,99.0
205-4546,99.0
205-4546,99.0
205-4546,99.0
205-4546,99.0
205-4546,99.0
205-4546,0.0
205-4546,0.0
205-4578,97577.0
205-4610,202332.0
205-4614,0.0
205-4614,0.0
205-4629,0.0
205-4656,0.0
205-4704,0.0
205-4730,36621.0
205-4750,180646.0
205-4750,180646.0
205-4785,6903.0
205-4793,0.0
205-4813,131.0
205-4820,0.0
205-4820,0.0
205-4823,0.0
205-4823,0.0
205-4837,55991.0
205-4849,658.0
205-4849,670.0
205-4849,729.0
205-4862,0.0
205-4862,0.0
205-4864,11556.0
205-4864,11550.0
205-4922,0.0
205-4931,92293.0
205-4931,92293.0
205-4931,92293.0
205-4931,92293.0
205-4967,0.0
205-4967,0.0
205-4983,24974.0
205-4983,24974.0
205-4983,24974.0
205-4983,24974.0
205-5011,0.0
205-5011,0.0
205-5011,0.0
205-5019,8561.0
205-5043,9571.0
205-5043,9571.0
205-5043,9571.0
205-5090,0.0
205-5101,400.0
205-5188,1996.0
205-5197,0.0
205-5197,0.0
205-5202,0.0
205-5210,0.0
205-5210,0.0
205-5210,0.0
205-5239,0.0
205-5240,0.0
205-5240,29576.0
205-5278,8750.0
205-5278,8750.0
205-5278,8750.0
205-5278,8750.0
205-5278,8750.0
205-5278,8750.0
205-5278,8750.0
205-5278,8750.0
205-5278,8750.0
205-5282,10729.0
205-5291,0.0
205-5291,0.0
205-5291,2.0
205-5291,0.0
205-5291,0.0
